id	source	translation
1756	公為鹿上之盟，以求諸侯於楚，楚人許之。	Lord Yuan was raised from Duke of Zhou to become Marquis of Chenliu. He asked for appointment as a secondary marquis.
1757	秋，諸侯會宋公於盂。	Before this, Emperor Gong of WEI had recommended Gongsun Zan as successor to Gongsun Zhi.
1758	於是楚執宋公以伐宋。	As a result of this, the excellencies and ministers rose to power, and the Qiang were numbered by the thousands.
1759	冬，會於亳，以釋宋公。	Before this, the Duke of WEI had been sick and dying. Duke Huan recommended Gonglu of Liaocheng as a sage.
1760	又楚成王戰於泓，宋師大敗，公傷股，國人皆恐。	At this time the emperor was engaged in war at the Wei, and the Chieftains of the Chariots and Cavalry were fighting one battle after another. His state was in disarray, his ministers and ministers were scattered and the state had no feeling of security. Their ministers and men were cut off from their posts and their heads were scattered.
1761	昔蕃屏之盛德者，則劉德字君道。	"""In former times, Yang Zhen was a hero of the empire, and his achievements were numbered by the hundreds of thousands."
1762	造次儒服，卓爾不群。	Altogether, however, the men of the Yellow Turbans who had driven Dong Zhuo out, none dared speak against him, and they were all discouraged by his strict punishments.
1763	好古文，每就人間求善書，必為好寫與之，留其真本，加以金帛。	"""In my humble opinion, Yuan Shao is the most trustworthy man; he is a mean fellow who will certainly break with the law. He is a most dangerous fellow, and he will certainly bring harm to you."
1764	士有不遠千里而至者，多獻其先祖舊書：《周官》、《尚書》、《禮》、《禮記》、《孟子》、《老子》，獻王好之，采《周官》及諸子之樂事，作《樂記》，獻八佾之舞，使弟子王定傳之二十四。	"The Book of Zhou says, ""Father and sons are the most important thing, and they are the responsibility of the eunuchs. I have heard that Emperor Huan was the first to set up a Master of Writing, and I am of the opinion that he intended to emulate the Duke of Zhou of Zhou. I am not a scholar of the Five Adjuncts, but a son of a great scholar, who is concerned for the future of the people."""
1765	首表立《毛氏詩》、《左氏春秋》博士。	The selection of the Lady Bian, Liu Zhi, and the Prefect of the Palace of Perpetual Joy Deng Zhi were the first attribute of a man who had been exiled to the Changshun Slope.
1766	武帝在位來朝，對辟雍明堂靈靈。	When the emperor came to the capital, Dou Wu and Dou Wu were at the front of the Hall of Respect.
1767	故世謂之三雍對也。	When the Three Excellencies three times came to office, he was called three times to answer for his conduct in the Three Dependencies.
1768	及詔策所問三十餘事，及著樂語五均事云。	When the emperor was at that time an imperial edict called for Sun Ce to retire [to his own estates]. He asked the eunuchs for more details, and they agreed, and he was appointed as a Master of Writing.
1769	天子取諸侯之士，已立五均，則市無二價，四時常均。	The sons of the marquises, sons and younger brothers of the emperors, were everywhere, and the poor people of the empire were poor and poor. They had no land and no land, and many of them came to the palace.
1770	強者不得困弱，富者不得要貧，則五家有餘，恩及於小民矣。	"""In my humble opinion, there are fewer than a hundred of the worthy and noble families, and there are no-one who can claim the title of ""House of Han""."
1771	王既有雅材，因獻所集雅樂。	King Wang was uncertain and uncertain, and in the end there was a decision that the emperor should live in the palace.
1772	天子下大樂官常存肄之，歲時以備數。	The Son of Heaven holds the highest position among the officials of the empire, and he regularly attends the Court of Perpetual Joy. When he was young he used to drink wine and eat plenty of food, and when he was about to leave he sent in a number of memorials.
1773	常山王禹世受河間樂，能說其義。	The Wuhuan of Changshan, a chief of the Wushu clan, set up a school for the clerical clerical scholars. He wrote in his own hand, but he refused to accept invitations to join him, and he settled with a faction of the Shanyue.
1774	弟子宋曄上書云：“河間王躬求幽隱，興禮樂，蓋有漢之所以興也。	"Cao Cao's younger brother Zhang Song sent in a letter to say that ""The nephew of Liu Kui of Shangguo, who is a descendant of the empress, should be dismissed from office, and he should be given responsibility for the affairs of the imperial house. Since he is a son of the Han Emperor, he cannot bring himself to act as a minister of the throne. This is the responsibility of a subject who has inherited the house of Han, and this is the duty of a man who is pure and strong."
1775	王常謂人曰：‘禹鑿江，通乎九谷，灑分五湖而注東海，民不怨者，利也。吾將行之。’時元俗自言餌巴豆雲母，賣於都市，七丸一錢，治百病。	"King Cao of Chenliu, a man from a poor family, said to him, ""Cao Cao is a man who has brought misfortune upon himself, and he has set a curse upon his people. He has set loose a plague of locusts in every direction, and his followers have gathered in the streets and the streets. The people have gathered about him, and every day they call out for him to come to join them. They expect that this is the last of the rain and hail, and they will begin to rob and plunder."
1776	王病服之，下蛇十餘頭。	Liu Xie, King of Bohai, was a gentleman of the rank and more than a hundred thousand households, and he set up his own commandery for more than twenty thousand men.
1777	俗言王病乃六世餘殃，非王所招也。	but Liu Liang had not yet submitted to the royal throne, and so he held the position of King of Liang. Since he had been a younger brother of Liu Xie, he had not been able tobecome a subject of the throne.
1778	王嘗放乳鹿，仁心感天，故當遇耳。”俗形無影，獻王欲以女配之，俗遁去。	When Liang Ji was young, he had the ambition to rule as a king, and when he saw Cao Cao in the market-place he wanted to set up a royal house in the south of the Yellow River. The people could not believe it.
1779	故武帝遣所忠問王，王輒對無影。	"The emperor asked the King of Chenliu, but Wang Rong replied, ""Liu Xie could have been King of Zhou."
1780	帝曰：“湯以七十里，文王以百里，其勉之。”王知意，即縱酒聽樂，又為《周制》二十篇。	"The emperor said to Cao Cao, ""The emperor has set his mind upon the great projects: the King of the North, King Cao of Chenliu, and the Consultant Wang Fu, as his successor, should be his successor. He will not be able to match his achievements in achievement, and he will certainly be ashamed to be a subject of Yuan Shao."
1781	劉游好書多才藝，少時嘗與魯穆生白生申公俱受詩於浮丘伯。	"Liu Bei wrote to Yuan Shu of Luoyang that he was young and young, with young eyes and young hair. He was a descendant of the Duke of Zhou who had been magistrate of Guanghan, and when he saw Sun Quan who was magistrate of Nanyang, he laughed and said, ""It is only that you and I are like this, and you are the only one who can bring help to harm."
